Instancia,Tempo(ms),UtilizacaoReal,UtilizacaoGardeynWauters,Recipientes,TamanhoDoBando,TamanhoDoVoo,IteracoesMaximas
MB_C7_49,12263,0.9699001698901613,0.9847076143626008,26,35,5,80
MB_C7_48,20685,0.9515476119904265,0.9749428182642405,33,35,5,80
MB_C7_47,18425,0.9784084539096104,0.9890899397063261,28,35,5,80
MB_C7_11,6515,0.9700624977289302,0.9846944600230174,10,35,5,80
MB_C7_10,1033,0.9802658322505314,0.9900683573274272,6,35,5,80
MB_C7_09,4380,0.9609493474637042,0.9797574039141962,8,35,5,80
MB_C7_08,1955,0.9648458524590762,0.9821133382811977,7,35,5,80
MB_C6_44,8083,0.9973906047170342,0.9986932436455758,5,35,5,80
MB_C6_43,10408,0.995105234841172,0.9975441994685457,5,35,5,80
MB_C6_38,10151,0.9985225994446284,0.9992605247843785,5,35,5,80
MB_C10_41,11841,0.9940242269491381,0.9970023935840159,17,35,5,80
MB_C10_40,26672,0.988663759443953,0.9942597309500536,15,35,5,80
MB_C10_27,17574,0.9945714588888889,0.9972777777777778,10,35,5,80
MB_C1_32,17555,0.9833240024604751,0.9915400793650794,26,35,5,80
MB_C1_31,20418,0.9783450151223422,0.9889888300999411,26,35,5,80
MB_C1_30,12302,0.9519136363636362,0.975,24,35,5,80
MB_C1_29,11966,0.9764576823574711,0.9880019493177388,19,35,5,80
MB_C1_13,9717,0.9724065100157814,0.9858955761316873,16,35,5,80
MB_C1_12,8536,0.981925,0.9908333333333333,12,35,5,80
MB_C1_02,3125,0.98432,0.992,5,35,5,80
MB_C7_43,7181,0.9702190889992763,0.9846132526850032,27,35,5,80
MB_C7_42,17338,0.9726332464465711,0.9861301895450821,30,35,5,80
MB_C7_41,28487,0.96538508380743,0.9823560074085138,27,35,5,80
MB_C7_40,10193,0.9578657066263834,0.978359879922504,25,35,5,80
MB_C7_32,11163,0.961222660596859,0.9802698335830521,26,35,5,80
MB_C7_31,8233,0.9606140903606666,0.9798818180867626,24,35,5,80
MB_C7_29,4376,0.9751766332461539,0.987423290478416,15,35,5,80
MB_C10_42,14351,0.9885410285466983,0.9942327319160689,19,35,5,80
MB_C10_24,6752,0.9933199044500165,0.9966513420237761,9,35,5,80
MB_C10_23,11569,0.986915960501597,0.993411367732315,14,35,5,80
MB_C10_22,9384,0.9868977808200513,0.9933961818560135,13,35,5,80
MB_C10_21,2574,0.9868858717746102,0.9933953036685667,13,35,5,80
MB_C10_20,1983,0.9787021967196405,0.9892479202840005,11,35,5,80
MB_C10_19,4015,0.9895610231694911,0.9947591374993673,8,35,5,80
MB_C10_18,2087,0.9843488677850257,0.9921329004034444,8,35,5,80
MB_C10_17,2749,0.9892727429022478,0.9946176905079309,8,35,5,80
MB_C10_15,1835,0.992992700585905,0.996485629196448,8,35,5,80
MB_C10_14,1651,0.9865009074955247,0.9932073922654556,8,35,5,80
MB_C10_13,2953,0.9808407673462961,0.9902616482808401,10,35,5,80
MB_C10_12,1722,0.9857406254226689,0.9928135689230703,8,35,5,80
MB_C10_07,628,0.9675968732636969,0.9836211155734047,6,35,5,80
MB_C10_06,1850,0.9573418207753364,0.9779787150024432,4,35,5,80
MB_C10_05,505,0.9530814002572892,0.9757510149572649,5,35,5,80
MB_C8_43,17521,0.9669723306394324,0.9832098762358591,29,35,5,80
MB_C8_42,20490,0.9694716118829909,0.9844243219081821,28,35,5,80
MB_C8_33,14956,0.9688241617893344,0.9841943926855455,23,35,5,80
MB_C9_37,6532,0.8240464947348095,0.9020142894084472,53,35,5,80
MB_C9_36,6377,0.8593598186982224,0.9234939994129757,46,35,5,80
MB_C9_35,10235,0.8315871025449374,0.9070052754144111,49,35,5,80
MB_C9_34,18291,0.8790235432713545,0.9343042198394631,45,35,5,80
MB_C8_08,4069,0.9659778256632653,0.9825852126472893,7,35,5,80
MB_C8_07,1610,0.9657852809006668,0.9826563399656104,7,35,5,80
MB_C7_42,14986,0.9679298131124284,0.9836873346668594,31,35,5,80
MB_C7_23,5275,0.9578984819870698,0.9784721599770116,20,35,5,80
MB_C7_22,8831,0.9707905524300539,0.9851198839671239,18,35,5,80
MB_C7_21,5470,0.9535722458382987,0.9762809821380061,18,35,5,80
MB_C7_20,3227,0.9634630349278965,0.9814598503997313,14,35,5,80
MB_C7_19,10012,0.9844236941229433,0.992147337156552,11,35,5,80
MB_C7_18,8152,0.9416744847642124,0.9698299502035593,15,35,5,80
MB_C7_17,6955,0.9702648675888529,0.9849251758602461,12,35,5,80
MB_C7_16,8694,0.9720039767707361,0.9858185359049026,13,35,5,80
MB_C7_07,1838,0.9907385825946378,0.9953482756374402,5,35,5,80
MB_C7_06,2143,0.9729736789861496,0.9862915789473685,7,35,5,80
MB_C7_05,1619,0.9840414354736143,0.9919483073577384,8,35,5,80
MB_C7_04,2809,0.975622421125078,0.9876985805860806,7,35,5,80
MB_C7_03,834,0.9650786423762437,0.9822625943749358,7,35,5,80
MB_C7_02,1304,0.974397940332965,0.9871000535782624,6,35,5,80
MB_C6_47,8440,0.9968853781889871,0.9984403683615425,4,35,5,80
MB_C10_30,6088,0.9890049371706455,0.9944621718645725,11,35,5,80
MB_C10_29,7673,0.984770153362102,0.9923390761699707,14,35,5,80
MB_C10_28,5874,0.9907513133333333,0.9953555555555558,10,35,5,80
MB_C10_27,10945,0.9945705277777778,0.9972777777777778,10,35,5,80
MB_C10_26,11894,0.9862679384905112,0.9930789619767979,13,35,5,80
MB_C10_25,7508,0.992542703728748,0.9962616598357761,9,35,5,80
MB_C10_24,3905,0.9977974484857134,0.998897594794508,9,35,5,80
MB_C10_23,4819,0.9823560640952211,0.9910911113173408,13,35,5,80
MB_C10_15,1712,0.9932970225945552,0.9966379430443393,8,35,5,80
MB_C10_14,3740,0.9873166288101549,0.9936312342691945,8,35,5,80
MB_C10_13,6047,0.9813759413027073,0.9906092826997683,9,35,5,80
MB_C10_12,3319,0.9857366854226689,0.9928135689230703,7,35,5,80
MB_C10_07,3824,0.9688563384850941,0.9842139275787257,6,35,5,80
MB_C10_06,562,0.9699852610288161,0.9848014187592862,5,35,5,80
MB_C10_02,1476,0.9506357944678556,0.9742496706192357,3,35,5,80
MB_C9_31,9333,0.8856951039538239,0.9374390982556916,43,35,5,80
MB_C9_30,8107,0.8463885856178168,0.9156906523654617,39,35,5,80
MB_C9_29,25427,0.8685743579520712,0.9295403941161792,37,35,5,80
MB_C9_28,17255,0.8043962623985825,0.8890775500621709,35,35,5,80
MB_C9_17,14387,0.9076143477031424,0.951871920747034,20,35,5,80
MB_C9_16,8027,0.8208249625867053,0.9018938321385627,24,35,5,80
MB_C9_12,8887,0.8882108957394546,0.9411210005061591,24,35,5,80
MB_C7_48,25712,0.9523462361749083,0.9755540912587347,32,35,5,80
MB_C7_47,18869,0.9688941209023355,0.9841828764510113,27,35,5,80
MB_C7_36,18660,0.9542550652185611,0.9767016181931327,27,35,5,80
MB_C3_23,2589,0.970834449391153,0.9851936223696387,17,35,5,80
MB_C3_22,8693,0.981636351617706,0.9906942203096047,14,35,5,80
MB_C3_21,20916,0.9744879322947985,0.9868453362833404,16,35,5,80
MB_C3_20,6560,0.9848748686369547,0.99239467463327,12,35,5,80
MB_C1_32,19869,0.9817153910229711,0.9907535321821037,26,35,5,80
MB_C1_31,15212,0.9708923979670572,0.985245238095238,27,35,5,80
MB_C1_22,10392,0.9785174933862434,0.9890079365079365,19,35,5,80
MB_C9_40,15284,0.851465486060952,0.9160828031270745,52,35,5,80
MB_C9_39,18687,0.8876332815012966,0.939289674385958,41,35,5,80
MB_C2_21,14325,0.9986688888888888,0.9993333333333334,3,35,5,80
MB_C3_39,9354,0.9634955496887554,0.9809673489278752,26,35,5,80
MB_C3_38,7539,0.9765201048136293,0.9881160714285713,20,35,5,80
MB_C3_37,18212,0.9690591801311518,0.9843483240070223,25,35,5,80
MB_C3_36,12377,0.9715263487358022,0.9855707005505394,25,35,5,80
MB_C3_33,12373,0.9837226792500406,0.9917928172163085,20,35,5,80
MB_C3_32,9939,0.9747309850426016,0.9871381564671532,20,35,5,80
MB_C3_26,9681,0.9716087000108927,0.9856454897289467,14,35,5,80
MB_C1_41,16943,0.9774784222057837,0.9885161135161136,33,35,5,80
MB_C1_40,13585,0.9812317791041743,0.9904736184597295,29,35,5,80
MB_C1_39,10789,0.9674033333333333,0.9829999999999999,32,35,5,80
MB_C1_38,11350,0.9710364713541666,0.9851458333333333,31,35,5,80
MB_C1_28,5634,0.9744652949245542,0.9870740740740741,21,35,5,80
MB_C1_27,5057,0.9902067719680465,0.9950653594771244,19,35,5,80
MB_C1_22,7092,0.9746900000000001,0.9870000000000001,22,35,5,80
MB_C1_36,12179,0.964595741732397,0.9819160509031196,30,35,5,80
MB_C1_35,14171,0.9724286741477217,0.9859462759462759,27,35,5,80
MB_C1_34,8569,0.9691745933730181,0.9842119169096211,28,35,5,80
MB_C1_33,6965,0.968737903608737,0.9840811965811965,27,35,5,80
MB_C10_50,8677,0.9866179263289796,0.9932534344755874,20,35,5,80
MB_C10_45,6253,0.9897471977034702,0.9948528593798873,20,35,5,80
MB_C5_29,13378,0.9799049477139676,0.9898867148443417,17,35,5,80
MB_C5_28,35659,0.9599377049610418,0.9794124736151583,20,35,5,80
MB_C5_23,6408,0.961264939026615,0.980051977033562,19,35,5,80
MB_C9_23,16901,0.8655323711153825,0.9272458478778796,40,35,5,80
MB_C9_22,23459,0.8799045757033299,0.9360178451178454,38,35,5,80
MB_C9_15,6879,0.9070403161000612,0.9511418898558548,20,35,5,80
MB_C6_48,11233,0.998431171894935,0.9992150808249474,7,35,5,80
MB_C6_47,33512,0.9969277521198481,0.998459985894955,3,35,5,80
MB_C6_46,9360,0.9971958770394251,0.9985959296775073,4,35,5,80
MB_C6_45,22359,0.9808473057601885,0.9902008049526305,5,35,5,80
MB_C6_41,4872,0.9965781721644579,0.9982845389689207,4,35,5,80
MB_C6_40,6045,0.9830847840575297,0.9913979611645528,4,35,5,80
MB_C6_38,6695,0.998502376387538,0.9992504010375665,5,35,5,80
MB_C5_46,36498,0.954894044317168,0.9767340161499672,36,35,5,80
MB_C2_42,17728,0.9913440405748098,0.9956043956043956,6,35,5,80
MB_C2_41,19034,0.9982261728395063,0.9991111111111112,5,35,5,80
MB_C2_33,8644,0.9948323567708334,0.9973958333333334,4,35,5,80
MB_C5_41,1080,0.9757894252832416,0.9877338926280639,29,35,5,80
MB_C5_40,1670,0.9701963965158935,0.9848985602162273,23,35,5,80
MB_C5_39,1800,0.9482484244412063,0.9733112039745315,27,35,5,80
MB_C5_38,2590,0.9580017738158618,0.9785393800550092,27,35,5,80
MB_C5_37,8842,0.9583510617585319,0.9787696581764775,29,35,5,80
MB_C5_36,16003,0.969492198947214,0.9845398481512063,28,35,5,80
MB_C5_35,19141,0.9691598019655188,0.9843707604033125,26,35,5,80
MB_C5_34,28587,0.9641203159641578,0.9816382291637099,27,35,5,80
MB_C5_20,6822,0.9648556881230468,0.9821240437040033,15,35,5,80
MB_C5_19,2460,0.9672277263764528,0.983270571168493,12,35,5,80
MB_C5_18,3572,0.945247575503123,0.9719776975900064,14,35,5,80
MB_C5_17,3173,0.979086967712958,0.9894585486242404,11,35,5,80
MB_C5_11,4788,0.9762147297041704,0.9879795828545199,11,35,5,80
MB_C5_10,1261,0.9548025879851094,0.9769817131926767,7,35,5,80
MB_C5_07,1422,0.9420905968874843,0.9700576739399702,6,35,5,80
MB_C7_19,4788,0.9726989971251007,0.9861692835679671,10,35,5,80
MB_C7_18,15519,0.9565623767759216,0.977714130988124,15,35,5,80
MB_C7_17,13531,0.9654974763188878,0.9821959608668958,12,35,5,80
MB_C7_16,7394,0.9588409487254921,0.9790372179777803,13,35,5,80
MB_C6_46,18074,0.9972778358839285,0.9986359674239251,4,35,5,80
MB_C6_45,13149,0.9808741051537183,0.9902118205597855,5,35,5,80
MB_C6_38,7046,0.9982399234577738,0.999119411935286,4,35,5,80
MB_C7_48,6746,0.9447474951886683,0.971765817428452,37,35,5,80
MB_C7_47,8264,0.9662181337573698,0.9827608232845915,30,35,5,80
MB_C7_46,9106,0.9435833943534568,0.970848777931972,35,35,5,80
MB_C7_45,27065,0.972689970318869,0.9860626184097001,29,35,5,80
MB_C6_42,26469,0.9947661328846648,0.9973707764756741,5,35,5,80
MB_C6_41,11941,0.9963656781926262,0.9981790473824542,5,35,5,80
MB_C6_39,7981,0.9968846004964216,0.9984389025098979,5,35,5,80
MB_C10_38,1408,0.9871326154402521,0.9935305823609429,12,35,5,80
MB_C10_37,1827,0.983950610776986,0.991899491965984,15,35,5,80
MB_C10_36,2697,0.9930610722994152,0.9965207531173645,15,35,5,80
MB_C10_35,7410,0.9877056084579284,0.9938177659594363,15,35,5,80
MB_C10_34,6510,0.9908714969230771,0.9954153846153846,14,35,5,80
MB_C10_33,10099,0.9927312911605689,0.9963539381765888,12,35,5,80
MB_C10_32,27142,0.993843896700572,0.9969148209796432,13,35,5,80
MB_C10_31,16394,0.9894993988911231,0.9947202142886351,13,35,5,80
MB_C10_11,11352,0.9907873289830172,0.9953697188008229,8,35,5,80
MB_C10_10,906,0.9723021020877795,0.9859409888357256,3,35,5,80
MB_C10_09,3478,0.9451346805789054,0.9717306905561778,5,35,5,80
MB_C10_08,559,0.9855656772171236,0.9927430173023569,4,35,5,80
MB_C10_05,297,0.952388535195869,0.9754574786324787,4,35,5,80
MB_C10_04,4470,0.975291077769038,0.9875245413813811,6,35,5,80
MB_C10_03,823,0.9617981449416331,0.9804698846338727,4,35,5,80
MB_C8_44,24569,0.9451971521595854,0.9719620917146508,33,35,5,80
MB_C1_40,20946,0.982963231417181,0.9913981481481481,28,35,5,80
MB_C1_39,17181,0.9665899522569443,0.982890625,31,35,5,80
MB_C1_22,11105,0.97492,0.9869999999999999,21,35,5,80
MB_C2_46,13199,1,1,6,35,5,80
MB_C2_45,10959,0.997783950617284,0.9988888888888889,6,35,5,80
MB_C2_44,17507,0.9889893466307095,0.9944693237796687,5,35,5,80
MB_C2_43,15046,0.9964882157709904,0.9982363315696648,5,35,5,80
MB_C2_37,4471,0.997783950617284,0.9988888888888889,7,35,5,80
MB_C2_36,10271,0.9993316629567902,0.9996655518394648,5,35,5,80
MB_C2_33,3725,0.9948323567708334,0.9973958333333334,5,35,5,80
MB_C8_43,17692,0.9694398859683769,0.9844916005630413,27,35,5,80
MB_C8_42,12482,0.9679625521907123,0.9837237553692524,30,35,5,80
MB_C8_29,10783,0.9628446727130062,0.9806408393413066,20,35,5,80
MB_C8_39,7693,0.9676536576347673,0.9834448711924169,24,35,5,80
MB_C8_38,8675,0.9581654462291449,0.9786671938704118,25,35,5,80
MB_C8_37,10319,0.9612603811699912,0.9802767753242724,24,35,5,80
MB_C8_36,11000,0.9575887036092547,0.9783906069100103,27,35,5,80
MB_C8_35,10096,0.945063636839408,0.9710707400932761,31,35,5,80
MB_C8_34,8348,0.9623306487452102,0.9808344648795587,25,35,5,80
MB_C8_29,7843,0.9648397579101743,0.9821764430641221,19,35,5,80
MB_C2_32,3620,0.995633162005543,0.9978095238095237,5,35,5,80
MB_C2_31,3818,0.9680555555555556,0.9833333333333334,5,35,5,80
MB_C2_30,3286,0.9908725756597867,0.9954027653381101,4,35,5,80
MB_C2_29,4980,0.9985201646090536,0.9992592592592593,5,35,5,80
MB_C2_28,3725,0.9948349794238682,0.9974074074074074,4,35,5,80
MB_C2_27,3987,0.9690098261526833,0.9841269841269842,3,35,5,80
MB_C2_26,7987,0.9931037808641976,0.9965277777777778,3,35,5,80
MB_C2_25,5047,0.999259670781893,0.9996296296296295,3,35,5,80
MB_C2_24,7858,0.9834415512465374,0.9915789473684211,4,35,5,80
MB_C2_23,6245,0.9923071714373654,0.996140350877193,5,35,5,80
MB_C2_22,6305,0.9857730811885472,0.9928001628001628,4,35,5,80
MB_C2_15,2058,0.9857261545573234,0.9927849927849928,3,35,5,80
MB_C2_14,2158,0.9696857785920552,0.9846059113300493,3,35,5,80
MB_C2_13,1668,0.9889506172839506,0.9944444444444445,3,35,5,80
MB_C2_12,1417,0.981738683127572,0.9907407407407408,3,35,5,80
MB_C2_11,700,0.9889197530864198,0.9944444444444445,1,35,5,80
MB_C2_10,206,0.8388033293697978,0.9158620689655173,1,35,5,80
MB_C2_09,290,0.5363278802350591,0.6347736625514403,1,35,5,80
MB_C2_08,32,0.9767449813617866,0.9883040935672515,1,35,5,80
MB_C2_07,85,0.8496030245746692,0.9217391304347826,1,35,5,80
MB_C2_06,93,0.9095963005829903,0.9525462962962963,1,35,5,80
MB_C2_05,156,0.7862058518005539,0.8782894736842105,1,35,5,80
MB_C2_04,194,0.9088702278141444,0.9533468559837728,1,35,5,80
MB_C2_03,212,0.8622448979591837,0.9285714285714286,1,35,5,80
MB_C2_02,26,0.6175506668291606,0.7858439201451906,1,35,5,80
MB_C1_49,16162,0.9777407684948982,0.9885044642857143,34,35,5,80
MB_C6_47,24200,0.996929910884636,0.9984606277832606,4,35,5,80
MB_C6_46,35354,0.9972162157129527,0.9986056368680791,5,35,5,80
MB_C6_40,13470,0.9829411945664013,0.9913376396995415,4,35,5,80
MB_C8_49,16160,0.9691850861231206,0.98439414459212,30,35,5,80
MB_C8_48,18346,0.9609113283390885,0.9799842197411642,35,35,5,80
MB_C10_31,39634,0.9908922443206125,0.9954294844022761,14,35,5,80
MB_C7_28,16029,0.9561204584700764,0.9775508819065405,20,35,5,80
MB_C7_27,13603,0.9642910678876353,0.9818811779338739,21,35,5,80
MB_C7_26,7452,0.9868636927259583,0.9933952519732524,18,35,5,80
MB_C6_26,3846,0.956352118765432,0.9776777777777778,3,35,5,80
MB_C6_25,5632,0.899202982121737,0.9467688860435339,3,35,5,80
MB_C6_24,4284,0.9676849060401833,0.9833373205741627,4,35,5,80
MB_C6_23,8682,0.9951365255305366,0.9975602876572401,3,35,5,80
MB_C6_01,191,0.7497508008458357,0.8535151284007119,1,35,5,80
MB_C5_50,16195,0.9595095172918326,0.9793698684653053,33,35,5,80
MB_C5_47,7518,0.9744362916554954,0.9870381768707485,26,35,5,80
MB_C8_47,4611,0.9647307948842025,0.9820135694421268,32,35,5,80
MB_C8_46,10626,0.9623528023828128,0.9808273799630847,30,35,5,80
MB_C8_45,17142,0.9757546898166727,0.9877384705383124,30,35,5,80
MB_C8_44,21092,0.9518053916055638,0.975092375759008,30,35,5,80
MB_C8_31,7665,0.9651851435598768,0.9822961278770389,26,35,5,80
MB_C8_30,16048,0.9620286407902268,0.980465092097445,19,35,5,80
MB_C8_27,7593,0.9653501523129344,0.982431615645662,18,35,5,80
MB_C1_38,840,0.9613947841113684,0.9800717592592592,31,35,5,80
MB_C1_37,2614,0.9626853549032782,0.9806349206349204,33,35,5,80
MB_C1_36,7752,0.9616193287037037,0.9803888888888889,31,35,5,80
MB_C1_35,11163,0.9646108824874255,0.9818106995884773,29,35,5,80
MB_C1_34,16075,0.9808813072005744,0.9901645171957671,28,35,5,80
MB_C1_33,14324,0.9778772269571941,0.9887739463601531,27,35,5,80
MB_C1_32,16921,0.9788851874634027,0.9892037771898884,29,35,5,80
MB_C1_31,16184,0.9754411808894231,0.9874278846153846,29,35,5,80
MB_C1_17,6047,0.9891004934072395,0.994510582010582,14,35,5,80
MB_C1_16,5238,0.9731643918251061,0.9863431013431013,14,35,5,80
MB_C1_15,4284,0.9676866666666667,0.9833333333333335,15,35,5,80
MB_C1_14,2072,0.9761692307692307,0.9876923076923079,14,35,5,80
MB_C1_04,1052,0.9834247813411078,0.9916326530612245,7,35,5,80
MB_C1_03,3117,0.9619294172695534,0.9805895691609978,8,35,5,80
MB_C1_02,670,0.98432,0.992,6,35,5,80
MB_C6_37,4210,0.9965988830695173,0.9982978618145802,3,35,5,80
MB_C6_36,9828,0.9697157888503014,0.9845016342284635,3,35,5,80
MB_C6_35,4297,0.9905344824739271,0.9952261455900344,4,35,5,80
MB_C6_34,13450,0.9854818321159947,0.9926618614575956,4,35,5,80
MB_C6_33,10754,0.9979813485924978,0.9989897764426662,3,35,5,80
MB_C6_32,6570,0.98925413205582,0.9945712433172923,4,35,5,80
MB_C6_31,10763,0.9889325170626385,0.9944262379813191,5,35,5,80
MB_C6_30,4515,0.9984765300702092,0.9992377937563123,4,35,5,80
MB_C6_29,5291,0.9952225778395063,0.9976055555555556,4,35,5,80
MB_C6_15,3209,0.9918554205571884,0.9959065328543342,2,35,5,80
MB_C6_14,740,0.9749481955827518,0.9873150405919666,2,35,5,80
MB_C6_13,2254,0.9524156805208444,0.975613120361941,2,35,5,80
MB_C6_12,328,0.9807821186419754,0.9903444444444445,1,35,5,80
MB_C6_11,212,0.5966532544444444,0.7724333333333333,1,35,5,80
MB_C6_10,42,0.771965347855394,0.8786155859392627,1,35,5,80
MB_C6_09,608,0.8814185264690759,0.9367118158576231,1,35,5,80
MB_C6_08,20,0.9035491654392944,0.9505520319473808,1,35,5,80
MB_C6_07,82,0.7263022401719393,0.852233676975945,1,35,5,80
MB_C6_06,91,0.6007316682773407,0.7244824265767935,1,35,5,80
MB_C6_05,57,0.7436205363372174,0.8544417884713351,1,35,5,80
MB_C6_04,102,0.6060078328934266,0.7784650492433342,1,35,5,80
MB_C6_03,122,0.7768755107680674,0.8721264367816092,1,35,5,80
MB_C6_02,23,0.6119978203675468,0.7823028955382607,1,35,5,80
MB_C5_47,13364,0.978426926956825,0.9890570665837929,28,35,5,80
MB_C7_12,8020,0.9704401111803259,0.984984973071354,13,35,5,80
MB_C7_11,6873,0.974076464095055,0.9868698953658404,13,35,5,80
MB_C7_10,2420,0.9711406749281126,0.9853967166350515,5,35,5,80
MB_C7_09,9601,0.964191491227368,0.9818263612188315,8,35,5,80
MB_C6_44,15440,0.9974883005593863,0.9987420277424921,6,35,5,80
MB_C6_43,10904,0.9940763502467417,0.9970286107754138,4,35,5,80
MB_C6_39,5447,0.9969475544820174,0.9984704169844902,5,35,5,80
MB_C4_36,13991,0.986861734590617,0.9933519737567484,3,35,5,80
MB_C4_35,11178,0.9879389377607058,0.9938847295707516,4,35,5,80
MB_C4_34,6546,0.994248513999051,0.9971100978564863,6,35,5,80
MB_C4_33,9360,0.9924144592207326,0.9961802902979373,5,35,5,80
MB_C4_23,4150,0.9993797817098601,0.999689789551088,3,35,5,80
MB_C4_22,14694,0.9938149855969627,0.9968974748758184,6,35,5,80
MB_C4_15,1761,0.9986433210225146,0.999321228576277,3,35,5,80
MB_C4_13,1379,0.943022845,0.97065,3,35,5,80
MB_C4_12,358,0.8980555724322161,0.9461253032681605,2,35,5,80
MB_C4_11,391,0.9688928183541314,0.9841966637401229,1,35,5,80
MB_C4_10,42,0.830179558342945,0.9066176470588235,1,35,5,80
MB_C4_09,155,0.9190854782022873,0.9586894586894587,1,35,5,80
MB_C4_08,144,0.9439348349594447,0.971563088512241,1,35,5,80
MB_C4_07,33,0.8581438578832894,0.9263605442176871,1,35,5,80
MB_C4_06,126,0.9836392965515561,0.9917640921783424,1,35,5,80
MB_C4_05,46,0.750929716168559,0.8665620094191523,1,35,5,80
MB_C4_04,75,0.8838848714416897,0.9401515151515152,1,35,5,80
MB_C4_03,101,0.9028198936616446,0.9501683501683502,1,35,5,80
MB_C4_02,24,0.7450227400348923,0.8631469979296066,1,35,5,80
MB_C4_01,135,0.7148638409057918,0.8278313253012048,1,35,5,80
MB_C3_50,8383,0.9697846636322657,0.9846956794912585,29,35,5,80
MB_C3_49,14411,0.9787332240320901,0.9892675648106679,27,35,5,80
MB_C3_48,22061,0.9762535161332778,0.9879523627413274,27,35,5,80
MB_C2_19,683,0.9657387458249262,0.9824561403508771,3,35,5,80
MB_C2_18,2324,0.9314744801512287,0.9637681159420289,3,35,5,80
MB_C2_17,1000,0.9973701614877074,0.9986824769433466,2,35,5,80
MB_C2_16,1311,0.9437469678953627,0.9710344827586207,3,35,5,80
MB_C2_15,2241,0.9857261545573234,0.9927849927849928,4,35,5,80
MB_C2_14,1973,0.9696857785920552,0.9846059113300493,2,35,5,80
MB_C2_13,2811,0.9889506172839506,0.9944444444444445,2,35,5,80
MB_C2_12,654,0.981738683127572,0.9907407407407408,3,35,5,80
MB_C2_07,52,0.8496030245746692,0.9217391304347826,1,35,5,80
MB_C2_06,69,0.9095963005829903,0.9525462962962963,1,35,5,80
MB_C2_05,133,0.7839010560941829,0.8782894736842106,1,35,5,80
MB_C2_04,68,0.9088702278141444,0.9533468559837728,1,35,5,80
MB_C2_01,252,0.6730103806228374,0.7941176470588236,1,35,5,80
MB_C1_50,15819,0.9653959873138445,0.9823359073359073,38,35,5,80
MB_C1_44,10562,0.9728312358276646,0.9861064425770308,33,35,5,80
MB_C7_15,8635,0.9606084950218854,0.9796646169696763,12,35,5,80
MB_C7_14,3433,0.9604240014993649,0.9799524607487923,13,35,5,80
MB_C7_13,4989,0.9641057740175841,0.9817121403839074,12,35,5,80
MB_C7_12,7824,0.9685009681223069,0.9840018445322793,11,35,5,80
MB_C7_11,7521,0.9722100401254018,0.9859423161879363,13,35,5,80
MB_C7_10,1482,0.9809371583995411,0.9903857050572167,5,35,5,80
MB_C7_09,3124,0.9654858662942613,0.9824839226342021,9,35,5,80
MB_C7_08,1985,0.9675317246294884,0.9835480356430403,7,35,5,80
MB_C7_07,829,0.9912783700121988,0.9956263018439132,4,35,5,80
MB_C7_06,1827,0.9728165589861495,0.9862915789473684,7,35,5,80
MB_C7_05,747,0.9854750386429506,0.9926893826265555,6,35,5,80
MB_C7_04,1431,0.9746498091625533,0.9871966575091574,10,35,5,80
MB_C7_03,2983,0.9680463789948265,0.9838574221187478,9,35,5,80
MB_C7_02,1715,0.9750783932507249,0.9874052037722626,5,35,5,80
MB_C7_01,1467,0.952904210701999,0.9754586583803089,8,35,5,80
MB_C9_01,1262,0.8070516375980613,0.8954237779074857,15,35,5,80
MB_C8_50,10448,0.9525138366487991,0.9756967229803347,34,35,5,80
MB_C8_49,18053,0.9623360273020134,0.9807598968512848,29,35,5,80
MB_C8_48,20138,0.9537381518134214,0.9762634241441175,34,35,5,80
MB_C2_42,19148,0.9930442293161865,0.9964882818331093,6,35,5,80
MB_C2_41,15624,0.9981117253778512,0.9990546737213404,4,35,5,80
MB_C2_35,13502,0.9949788074685566,0.9974816163346898,6,35,5,80
MB_C5_04,846,0.9821257082346566,0.9909747985347985,6,35,5,80
MB_C5_03,456,0.9720462467804382,0.9858461352657004,7,35,5,80
MB_C5_02,670,0.9758096046608785,0.9878114599686029,5,35,5,80
MB_C5_01,1647,0.9623911966563891,0.9808697660850709,10,35,5,80
MB_C4_50,6072,0.9994417052120345,0.9997207987149661,8,35,5,80
MB_C4_49,13001,0.9988506925,0.999425,6,35,5,80
MB_C4_48,17471,0.9978543408809688,0.9989253497113915,5,35,5,80
MB_C4_47,19080,0.9974612294566659,0.9987291118813225,4,35,5,80
MB_C4_31,12710,0.9957148962707943,0.9978497211421289,4,35,5,80
MB_C4_30,7204,1,1,5,35,5,80
MB_C4_29,8874,0.987953090848403,0.9939220413903959,3,35,5,80
MB_C4_28,4447,0.99727227,0.9986333333333333,5,35,5,80
MB_C4_21,6092,0.998559683783386,0.9992793297969964,6,35,5,80
MB_C4_20,3443,0.9819208371806709,0.9908771929824561,3,35,5,80
MB_C4_16,3089,0.7568997290012764,0.8583990297149788,2,35,5,80
MB_C3_37,15356,0.9625572355564096,0.980806831647615,25,35,5,80
MB_C3_36,20428,0.975186723486946,0.9872871677508773,22,35,5,80
MB_C3_35,16285,0.9775201555757927,0.9886413517450763,21,35,5,80
MB_C3_34,15083,0.9806498727644559,0.9902115030032641,22,35,5,80
MB_C3_28,11195,0.9719305066053529,0.9857129517802827,18,35,5,80
MB_C3_27,6317,0.9870682264142393,0.993502634571183,13,35,5,80
MB_C3_26,3954,0.9733028242892134,0.9863543589137379,15,35,5,80
