Instancia,Tempo(ms),Utilizacao,Recipientes,TamanhoDoBando,TamanhoDoVoo,IteracoesMaximas
CLASS07_100_05,5686,0.9624309845454545,22,35,5,80
CLASS07_100_04,8569,0.9641352500000001,23,35,5,80
CLASS07_100_03,18862,0.978364136666667,22,35,5,80
CLASS07_100_02,20919,0.9497319179166667,25,35,5,80
CLASS07_080_04,8328,0.95021488,19,35,5,80
CLASS07_080_03,4093,0.9704304411111112,19,35,5,80
CLASS07_060_09,4596,0.960154083846154,14,35,5,80
CLASS09_020_01,4171,0.6590545357142857,14,35,5,80
CLASS05_020_04,784,0.9471984875,4,35,5,80
CLASS05_020_03,1855,0.8722831516666667,7,35,5,80
CLASS05_020_02,1488,0.7627514225,4,35,5,80
CLASS05_020_01,1443,0.84925982,6,35,5,80
CLASS04_100_10,15917,0.87916836,4,35,5,80
CLASS04_100_09,8816,0.7556325025,4,35,5,80
CLASS04_100_08,11719,0.779276565,4,35,5,80
CLASS04_100_07,8306,0.96402675,3,35,5,80
CLASS04_080_01,4103,0.7270734966666667,3,35,5,80
CLASS04_060_10,1352,0.7027900866666666,3,35,5,80
CLASS04_060_09,5142,0.862185605,2,35,5,80
CLASS04_060_08,1962,0.6672870566666665,3,35,5,80
CLASS04_060_01,2315,0.6747954166666666,3,35,5,80
CLASS04_040_10,1711,0.50293378,2,35,5,80
CLASS04_040_05,2491,0.63015202,2,35,5,80
CLASS07_040_05,7899,0.96812484875,8,35,5,80
CLASS07_040_04,6101,0.9060539525000001,12,35,5,80
CLASS07_020_08,5185,0.8840697439999999,5,35,5,80
CLASS03_080_09,14200,0.9621229440789475,20,35,5,80
CLASS03_080_08,14753,0.9350847245065789,19,35,5,80
CLASS03_080_07,9322,0.9367714843749999,19,35,5,80
CLASS03_080_06,10597,0.9354351996527777,18,35,5,80
CLASS03_060_09,6093,0.94021455078125,12,35,5,80
CLASS03_060_08,4510,0.968711688701923,14,35,5,80
CLASS03_060_04,5084,0.9238426382211539,13,35,5,80
CLASS04_080_08,11011,0.92850923,3,35,5,80
CLASS04_080_07,17921,0.93889123,3,35,5,80
CLASS04_080_06,10009,0.8523709866666667,3,35,5,80
CLASS04_080_05,14736,0.74860588,3,35,5,80
CLASS04_060_04,4283,0.9668678450000001,3,35,5,80
CLASS04_060_03,6653,0.96696448,3,35,5,80
CLASS04_040_06,2547,0.50668168,2,35,5,80
CLASS10_040_02,7847,0.9083111700000001,8,35,5,80
CLASS10_040_01,5921,0.86962830875,8,35,5,80
CLASS10_020_10,1832,0.96522658,3,35,5,80
CLASS10_020_09,1432,0.8246375479999999,5,35,5,80
CLASS10_020_05,1877,0.7555908250000001,4,35,5,80
CLASS10_020_04,966,0.7882134825,4,35,5,80
CLASS10_020_02,336,0.7093690833333333,4,35,5,80
CLASS04_100_07,23645,0.96402675,3,35,5,80
CLASS08_100_03,2078,0.9681266204761905,22,35,5,80
CLASS08_100_02,6367,0.9426299295833337,24,35,5,80
CLASS08_100_01,10618,0.9745323247826086,25,35,5,80
CLASS08_080_10,23962,0.9229211122727274,22,35,5,80
CLASS08_080_01,9769,0.9450403578947368,20,35,5,80
CLASS08_060_10,4777,0.9161412975000001,16,35,5,80
CLASS08_060_09,5199,0.957003207142857,14,35,5,80
CLASS09_060_01,10577,0.898147024516129,35,35,5,80
CLASS09_040_10,12542,0.7866556152173915,25,35,5,80
CLASS09_040_09,3440,0.8834513518750001,17,35,5,80
CLASS09_040_08,4486,0.8207670145,22,35,5,80
CLASS09_040_04,3660,0.8865399385,21,35,5,80
CLASS09_040_03,3050,0.868511891,22,35,5,80
CLASS09_040_01,3475,0.9127999558823531,20,35,5,80
CLASS08_100_10,19166,0.9569005496428573,29,35,5,80
CLASS08_080_05,17021,0.9290026882608696,23,35,5,80
CLASS08_080_04,15102,0.9346235394444443,18,35,5,80
CLASS08_080_03,11450,0.9410633466666667,18,35,5,80
CLASS08_080_02,13194,0.9485932340000002,21,35,5,80
CLASS08_060_04,4723,0.9319280053846154,13,35,5,80
CLASS08_060_03,3610,0.9161377206666667,15,35,5,80
CLASS08_060_02,4084,0.9330311246666667,15,35,5,80
CLASS01_080_01,21137,0.9779565217391304,23,35,5,80
CLASS01_060_10,21753,0.9310363636363636,22,35,5,80
CLASS10_100_04,20993,0.9395420482352941,17,35,5,80
CLASS10_060_06,10172,0.912286275,12,35,5,80
CLASS10_060_05,15995,0.87868945625,8,35,5,80
CLASS10_060_04,7831,0.983565772857143,8,35,5,80
CLASS10_060_03,11282,0.9094494772727274,12,35,5,80
CLASS10_020_07,5513,0.9660681499999999,5,35,5,80
CLASS10_020_06,2903,0.7426058525,4,35,5,80
CLASS10_020_03,2103,0.8238791925,5,35,5,80
CLASS07_060_08,6402,0.9452260313333335,16,35,5,80
CLASS07_060_07,9316,0.9317343038461541,14,35,5,80
CLASS07_060_06,10383,0.9153375607692307,13,35,5,80
CLASS07_060_05,15819,0.9138765815384614,13,35,5,80
CLASS07_060_04,7119,0.972552133076923,14,35,5,80
CLASS06_060_02,6787,0.6814696543209877,2,35,5,80
CLASS06_060_01,8033,0.9016071358024691,2,35,5,80
CLASS06_040_10,55,0.8820966400000001,1,35,5,80
CLASS06_040_09,4055,0.8706963456790123,1,35,5,80
CLASS06_020_10,867,0.4212442677777778,1,35,5,80
CLASS06_020_09,42,0.3437737482716049,1,35,5,80
CLASS05_100_08,10219,0.9563413333333332,28,35,5,80
CLASS07_060_08,8470,0.9450955126666666,16,35,5,80
CLASS07_060_07,9556,0.9313570038461537,13,35,5,80
CLASS07_060_06,18144,0.9138058592307693,13,35,5,80
CLASS03_040_01,7921,0.8927163411458333,6,35,5,80
CLASS03_020_10,1838,0.87535015625,5,35,5,80
CLASS03_020_09,605,0.80286828125,5,35,5,80
CLASS03_020_08,1503,0.76210205078125,4,35,5,80
CLASS02_100_02,8856,0.785679012345679,4,35,5,80
CLASS02_100_01,4659,0.7503361111111111,4,35,5,80
CLASS02_080_04,9043,0.8341744855967078,3,35,5,80
CLASS04_100_06,2159,0.8642778025,4,35,5,80
CLASS04_100_05,1973,0.7634989625,4,35,5,80
CLASS04_100_04,9088,0.7504996175,4,35,5,80
CLASS04_100_03,7868,0.89211392,3,35,5,80
CLASS04_100_02,11217,0.776210205,4,35,5,80
CLASS04_100_01,13460,0.92030243,3,35,5,80
CLASS04_080_10,9545,0.7843974966666667,3,35,5,80
CLASS04_080_09,14176,0.9839317866666667,3,35,5,80
CLASS04_060_03,2694,0.96696448,2,35,5,80
CLASS04_060_02,3750,0.837842,2,35,5,80
CLASS04_060_01,5983,0.6747954166666666,3,35,5,80
CLASS04_040_10,770,0.50293378,2,35,5,80
CLASS04_040_08,1015,0.67416802,2,35,5,80
CLASS04_040_07,1014,0.513138205,2,35,5,80
CLASS04_040_05,1011,0.63015202,2,35,5,80
CLASS02_100_09,2382,0.7752456790123456,4,35,5,80
CLASS02_100_08,13662,0.804704012345679,4,35,5,80
CLASS02_100_07,11714,0.7504225308641975,4,35,5,80
CLASS02_100_06,22713,0.8918777777777778,4,35,5,80
CLASS02_080_10,7926,0.8279325102880658,3,35,5,80
CLASS02_080_09,8981,0.7523361111111111,4,35,5,80
CLASS02_080_05,6202,0.7920592592592591,3,35,5,80
CLASS01_060_07,20015,0.9750666666666667,16,35,5,80
CLASS01_060_06,26862,0.9562764705882354,18,35,5,80
CLASS01_040_05,6916,0.9677,15,35,5,80
CLASS05_060_07,10247,0.9358109823076922,14,35,5,80
CLASS05_060_06,16726,0.9810980492857142,15,35,5,80
CLASS05_060_05,14968,0.9571680049999998,15,35,5,80
CLASS05_060_04,10053,0.9448182250000001,18,35,5,80
CLASS05_040_02,6648,0.9809744633333334,10,35,5,80
CLASS05_040_01,8881,0.9864572814285715,7,35,5,80
CLASS05_020_10,980,0.9496180883333333,7,35,5,80
CLASS01_080_04,7397,0.9576800000000002,26,35,5,80
CLASS01_080_03,12423,0.9503166666666667,25,35,5,80
CLASS01_080_02,10556,0.9512679999999999,25,35,5,80
CLASS01_080_01,14190,0.9782173913043479,24,35,5,80
CLASS10_100_06,11123,0.9226546992307691,13,35,5,80
CLASS10_100_05,9041,0.9527513135294119,17,35,5,80
CLASS10_100_03,4778,0.9916353206666668,16,35,5,80
CLASS09_020_03,1273,0.857368525,10,35,5,80
CLASS09_020_02,871,0.90245060125,9,35,5,80
CLASS09_020_01,2809,0.65912009,14,35,5,80
CLASS08_100_10,21420,0.9569721660714284,29,35,5,80
CLASS03_060_08,15061,0.9683104266826924,13,35,5,80
CLASS03_060_07,20069,0.9921748046875001,11,35,5,80
CLASS03_060_05,3349,0.9788113991477272,12,35,5,80
CLASS07_060_08,9008,0.9451837473333332,16,35,5,80
CLASS07_060_07,3931,0.9317507653846153,13,35,5,80
CLASS07_060_06,6272,0.9153539130769229,13,35,5,80
CLASS07_060_05,13239,0.9136094600000001,13,35,5,80
CLASS07_060_04,10939,0.9724531546153846,14,35,5,80
CLASS06_060_04,2831,0.7601608888888889,2,35,5,80
CLASS06_060_03,2800,0.758240888888889,2,35,5,80
CLASS06_060_02,2162,0.6814696543209877,2,35,5,80
CLASS06_060_01,4259,0.9016071358024691,2,35,5,80
CLASS06_040_10,1970,0.8820966400000001,1,35,5,80
CLASS06_040_09,255,0.8706963456790123,1,35,5,80
CLASS05_100_09,11496,0.9471338534615386,26,35,5,80
CLASS05_080_01,1719,0.9337737015,21,35,5,80
CLASS05_060_10,1494,0.9396377273684212,20,35,5,80
CLASS05_060_09,2473,0.946034208,16,35,5,80
CLASS05_060_08,5057,0.9257183335294118,18,35,5,80
CLASS05_060_07,14604,0.9353081561538462,13,35,5,80
CLASS05_060_06,7037,0.9811259821428572,15,35,5,80
CLASS05_060_05,19262,0.9577604778571429,14,35,5,80
CLASS05_060_04,12932,0.9448760225000001,17,35,5,80
CLASS05_040_09,2143,0.8997544355555556,10,35,5,80
CLASS05_040_08,2848,0.9328996876923076,13,35,5,80
CLASS05_040_07,5656,0.887483688,10,35,5,80
CLASS05_040_06,1862,0.9550454188888887,10,35,5,80
CLASS05_040_01,1758,0.9864769528571429,8,35,5,80
CLASS05_020_10,1163,0.9496878983333333,6,35,5,80
CLASS05_020_06,958,0.8365210114285714,7,35,5,80
CLASS09_020_10,1449,0.9376818824999998,9,35,5,80
CLASS09_020_09,1639,0.6394691792307692,13,35,5,80
CLASS09_020_08,1910,0.8843247733333333,10,35,5,80
CLASS09_020_07,1847,0.8819176342857142,7,35,5,80
CLASS01_060_07,19393,0.97528,15,35,5,80
CLASS01_060_06,6785,0.9569117647058825,18,35,5,80
CLASS10_100_05,11212,0.9536838947058823,18,35,5,80
CLASS03_080_09,9346,0.9616197368421051,20,35,5,80
CLASS03_080_08,10466,0.9326530222039475,20,35,5,80
CLASS03_080_07,13623,0.9341724300986842,20,35,5,80
CLASS03_080_06,8220,0.9362509548611109,20,35,5,80
CLASS03_060_08,8579,0.9686092848557692,13,35,5,80
CLASS03_060_07,2464,0.9921980078124999,11,35,5,80
CLASS03_060_06,4810,0.9099333658854166,12,35,5,80
CLASS03_060_02,7145,0.9266929036458333,12,35,5,80
CLASS03_060_01,4295,0.9398313337053572,15,35,5,80
CLASS03_040_10,16399,0.9320231026785715,7,35,5,80
CLASS03_040_09,8962,0.9250949776785714,7,35,5,80
CLASS10_100_09,15140,0.9344979481250001,16,35,5,80
CLASS10_100_08,10650,0.937617686111111,18,35,5,80
CLASS10_100_05,5452,0.9532016229411766,17,35,5,80
CLASS03_100_06,3869,0.943279443359375,24,35,5,80
CLASS03_100_05,10107,0.9456692150297619,21,35,5,80
CLASS03_100_04,12476,0.9415949023437499,20,35,5,80
CLASS03_100_03,25821,0.9650678385416666,18,35,5,80
CLASS03_060_08,15814,0.9684390324519232,14,35,5,80
CLASS03_060_07,10060,0.9921960546875,11,35,5,80
CLASS03_060_04,3424,0.9233341646634614,14,35,5,80
CLASS07_100_02,9462,0.9488594654166667,25,35,5,80
CLASS07_100_01,14033,0.9677285216666669,25,35,5,80
CLASS07_080_10,13543,0.9462777938095241,23,35,5,80
CLASS07_080_09,16390,0.9747181090000001,21,35,5,80
CLASS07_080_03,11852,0.9707427066666666,20,35,5,80
CLASS07_080_02,9557,0.9294951409090909,22,35,5,80
CLASS07_060_09,8171,0.9601966684615385,14,35,5,80
CLASS07_020_09,3319,0.9299561279999999,5,35,5,80
CLASS07_020_08,14328,0.8841938880000001,5,35,5,80
CLASS07_020_07,9315,0.76559831,4,35,5,80
CLASS07_020_06,3348,0.8299458659999999,5,35,5,80
CLASS06_080_07,9837,0.759689395308642,3,35,5,80
CLASS05_100_09,7819,0.9465316357692308,26,35,5,80
CLASS08_100_03,4569,0.9679452271428572,21,35,5,80
CLASS08_100_02,6074,0.9865998639130436,25,35,5,80
CLASS08_100_01,12460,0.9745300204347827,24,35,5,80
CLASS08_080_10,20946,0.923890076818182,22,35,5,80
CLASS08_060_08,11352,0.9617797879999999,16,35,5,80
CLASS08_060_07,10888,0.9151115946153846,14,35,5,80
CLASS08_060_02,4011,0.9310166353333333,15,35,5,80
CLASS08_100_07,3071,0.9665701391304349,24,35,5,80
CLASS08_100_06,9205,0.9665798826086955,24,35,5,80
CLASS08_100_05,8713,0.9430110028,26,35,5,80
CLASS08_100_04,21066,0.9604055365384615,27,35,5,80
CLASS08_060_08,7361,0.9618603146666668,16,35,5,80
CLASS08_060_07,17614,0.9153680746153845,13,35,5,80
CLASS08_060_04,6167,0.9321870069230769,13,35,5,80
CLASS07_040_07,9188,0.8874744340000001,10,35,5,80
CLASS07_040_06,14542,0.926004352,11,35,5,80
CLASS06_080_02,13042,0.6844462593004116,3,35,5,80
CLASS04_080_09,4431,0.9839317866666667,3,35,5,80
CLASS04_080_08,2932,0.92850923,3,35,5,80
CLASS04_080_07,9387,0.93889123,3,35,5,80
CLASS04_080_06,6695,0.8523709866666667,3,35,5,80
CLASS04_080_05,13822,0.74860588,3,35,5,80
CLASS04_080_04,3700,0.79184128,3,35,5,80
CLASS04_080_03,10959,0.7444296666666667,3,35,5,80
CLASS04_080_02,4499,0.7654934166666667,3,35,5,80
CLASS04_060_08,3986,0.66722343,3,35,5,80
CLASS04_060_07,2891,0.676239845,2,35,5,80
CLASS04_060_06,1266,0.7966810449999999,2,35,5,80
CLASS04_060_05,1306,0.774318245,2,35,5,80
CLASS04_040_08,1695,0.67416802,2,35,5,80
CLASS04_040_07,1174,0.513138205,2,35,5,80
CLASS04_040_06,379,0.50668168,2,35,5,80
CLASS08_040_09,4004,0.93552945625,8,35,5,80
CLASS08_040_08,3845,0.8878746289999999,10,35,5,80
CLASS01_100_10,15223,0.9589000000000003,36,35,5,80
CLASS01_100_09,17485,0.9518322580645161,31,35,5,80
CLASS01_100_04,4931,0.9497700000000001,30,35,5,80
CLASS10_080_01,15532,0.9614510491666669,12,35,5,80
CLASS10_060_10,10355,0.8853679475,8,35,5,80
CLASS10_060_09,14941,0.9785085224999999,8,35,5,80
CLASS10_060_08,10795,0.9908271822222221,10,35,5,80
CLASS10_040_02,14803,0.9079867500000001,7,35,5,80
CLASS10_040_01,3025,0.8692665312500001,8,35,5,80
CLASS10_020_10,1147,0.96522658,3,35,5,80
CLASS09_080_08,14638,0.8307322570731706,44,35,5,80
CLASS01_100_09,21095,0.9544967741935484,31,35,5,80
CLASS01_100_08,12413,0.9602906250000001,33,35,5,80
CLASS01_100_03,12293,0.9778888888888889,28,35,5,80
CLASS07_060_03,5179,0.9169818246666668,15,35,5,80
CLASS07_060_02,4970,0.9256256453846153,13,35,5,80
CLASS07_060_01,5890,0.958686198,16,35,5,80
CLASS07_040_10,5080,0.9026888027272727,11,35,5,80
CLASS07_040_09,3287,0.9858637071428572,8,35,5,80
CLASS07_040_08,7373,0.9261938809999999,11,35,5,80
CLASS07_040_07,4202,0.8859600120000002,10,35,5,80
CLASS07_040_06,2252,0.9251046420000002,11,35,5,80
CLASS07_020_04,2746,0.8231501733333332,6,35,5,80
CLASS07_020_03,841,0.9646556625,5,35,5,80
CLASS07_020_02,884,0.90919185,5,35,5,80
CLASS07_020_01,824,0.823146754,5,35,5,80
CLASS06_020_01,270,0.35614371604938266,1,35,5,80
CLASS05_100_10,19703,0.9557186776666666,32,35,5,80
CLASS05_100_07,3246,0.9449964479166669,24,35,5,80
CLASS09_100_10,7563,0.8260064327777779,58,35,5,80
CLASS09_100_09,5536,0.8978834536956523,49,35,5,80
CLASS09_100_08,12022,0.8786007840000001,53,35,5,80
CLASS09_100_07,13962,0.9012444552272726,47,35,5,80
CLASS07_060_05,7070,0.9138784461538461,13,35,5,80
CLASS07_060_04,5899,0.9724255223076923,14,35,5,80
CLASS07_040_04,3310,0.9042176974999999,13,35,5,80
CLASS09_020_02,1232,0.90272754125,10,35,5,80
CLASS09_020_01,1588,0.65912009,14,35,5,80
CLASS08_100_10,20297,0.9580815860714285,28,35,5,80
CLASS08_100_09,12176,0.9587972766666667,24,35,5,80
CLASS03_080_02,14219,0.9880010986328125,17,35,5,80
CLASS03_080_01,12388,0.9308769775390625,16,35,5,80
CLASS03_060_06,6542,0.9079279622395834,12,35,5,80
CLASS03_040_03,9008,0.8876578125,11,35,5,80
CLASS03_040_02,6221,0.86987158203125,8,35,5,80
CLASS03_040_01,3134,0.8931268880208334,7,35,5,80
CLASS03_020_10,1239,0.87465546875,6,35,5,80
CLASS02_100_01,13527,0.7503361111111111,4,35,5,80
CLASS02_080_10,11588,0.8279325102880658,3,35,5,80
CLASS02_080_05,8880,0.7920592592592591,3,35,5,80
CLASS08_080_09,5471,0.9830937284210527,20,35,5,80
CLASS08_080_08,16895,0.9491681135000001,20,35,5,80
CLASS08_080_07,12808,0.9287168735,20,35,5,80
CLASS08_080_06,10914,0.970840642631579,20,35,5,80
CLASS08_060_06,16961,0.9880619176923078,14,35,5,80
CLASS08_060_05,3616,0.9178690853846153,13,35,5,80
CLASS08_060_01,8237,0.9499753126666666,15,35,5,80
CLASS09_020_10,6437,0.9374911075000001,9,35,5,80
CLASS07_080_05,13710,0.967231862,21,35,5,80
CLASS07_080_04,16758,0.9490105189473684,20,35,5,80
CLASS07_060_10,9603,0.9243624482352942,17,35,5,80
CLASS09_100_10,5150,0.8282392612962964,56,35,5,80
CLASS09_100_09,5664,0.8969076880434782,50,35,5,80
CLASS09_100_08,5106,0.8785647180000001,53,35,5,80
CLASS09_100_07,19634,0.9028970502272725,47,35,5,80
CLASS05_080_07,12687,0.9789149000000001,25,35,5,80
CLASS05_080_06,7577,0.9634058336363638,23,35,5,80
CLASS05_060_07,7033,0.9341668069230769,14,35,5,80
CLASS09_020_02,3059,0.90276583625,9,35,5,80
CLASS08_080_04,24321,0.9355905616666667,18,35,5,80
CLASS08_080_03,13446,0.941214417777778,18,35,5,80
CLASS08_060_08,6053,0.9619522266666665,16,35,5,80
CLASS03_100_02,8420,0.9792571428571429,22,35,5,80
CLASS03_100_01,14507,0.939610505756579,19,35,5,80
CLASS03_080_10,18549,0.9364362821691178,17,35,5,80
CLASS03_080_09,19029,0.9612958470394736,20,35,5,80
CLASS03_060_10,11447,0.9480206770833333,16,35,5,80
CLASS03_060_09,5975,0.94021826171875,13,35,5,80
CLASS03_060_06,3577,0.9079407226562499,12,35,5,80
CLASS04_040_02,1161,0.5098,2,35,5,80
CLASS04_040_01,539,0.8042502400000001,1,35,5,80
CLASS04_020_10,481,0.54730404,1,35,5,80
CLASS04_020_09,48,0.4529290000000001,1,35,5,80
CLASS04_020_08,300,0.26615281,1,35,5,80
CLASS04_020_07,109,0.29669808999999997,1,35,5,80
CLASS04_020_06,24,0.5783602499999999,1,35,5,80
CLASS04_020_05,74,0.30470400000000003,1,35,5,80
CLASS03_040_03,2574,0.8920703906249999,10,35,5,80
CLASS03_040_02,2830,0.86987548828125,8,35,5,80
CLASS03_040_01,5295,0.8925544921875,6,35,5,80
CLASS03_020_10,597,0.8746501562500001,5,35,5,80
CLASS10_100_07,12700,0.9788621876923076,14,35,5,80
CLASS10_100_06,7116,0.9222169546153847,13,35,5,80
CLASS10_100_04,8201,0.9413279435294117,17,35,5,80
CLASS09_020_10,4485,0.9371959400000001,9,35,5,80
CLASS09_020_09,2806,0.6398403515384614,13,35,5,80
CLASS09_020_08,1533,0.8842011177777779,9,35,5,80
CLASS09_020_07,431,0.8827817771428572,9,35,5,80
CLASS01_100_09,19011,0.9908,32,35,5,80
CLASS01_100_08,10048,0.959328125,33,35,5,80
CLASS01_100_04,7835,0.9456500000000002,30,35,5,80
CLASS07_020_03,2519,0.9647039725,5,35,5,80
CLASS07_020_02,733,0.90964029,5,35,5,80
CLASS07_020_01,11111,0.8243541539999999,5,35,5,80
CLASS06_100_10,21354,0.7656180792901235,4,35,5,80
CLASS06_100_01,8565,0.7524813812757202,3,35,5,80
CLASS06_080_10,8049,0.6897990403703704,3,35,5,80
CLASS06_080_09,4339,0.7891581367489713,3,35,5,80
CLASS07_040_09,4928,0.9858184785714286,8,35,5,80
CLASS07_040_08,16828,0.925114003,10,35,5,80
CLASS07_040_07,4338,0.8875728519999999,10,35,5,80
CLASS07_040_06,7432,0.9252715839999999,10,35,5,80
CLASS07_020_07,1265,0.7678916549999999,4,35,5,80
CLASS07_020_06,3898,0.8277818980000001,5,35,5,80
CLASS07_020_05,1443,0.8747685559999999,5,35,5,80
CLASS10_060_05,13558,0.8789421512500001,8,35,5,80
CLASS10_060_04,5639,0.9835611385714287,8,35,5,80
CLASS10_060_03,10363,0.9110283736363637,11,35,5,80
CLASS10_060_02,13707,0.9814863545454547,12,35,5,80
CLASS10_020_08,6795,0.94311698,2,35,5,80
CLASS10_020_07,372,0.966096895,5,35,5,80
CLASS10_020_02,1740,0.7088565366666667,3,35,5,80
CLASS09_060_10,10438,0.8327914031249998,34,35,5,80
CLASS09_060_09,9709,0.8790331748275864,31,35,5,80
CLASS09_060_08,10169,0.8295675919354839,33,35,5,80
CLASS09_060_07,10461,0.9075432542307694,28,35,5,80
CLASS09_040_09,7138,0.905171739375,17,35,5,80
CLASS09_040_08,7626,0.8204167285,21,35,5,80
CLASS09_040_05,4793,0.8679776811111112,20,35,5,80
CLASS05_040_08,8377,0.9332111261538463,14,35,5,80
CLASS05_040_07,17431,0.8904568639999999,10,35,5,80
CLASS05_040_06,10460,0.9546912477777778,9,35,5,80
CLASS05_040_05,5952,0.8950697484615383,13,35,5,80
CLASS05_020_10,791,0.9500238183333334,7,35,5,80
CLASS05_020_09,2016,0.837069025,6,35,5,80
CLASS05_020_07,4084,0.810827172,5,35,5,80
CLASS09_080_02,2873,0.9030751794736843,41,35,5,80
CLASS09_080_01,7627,0.9050974956756755,41,35,5,80
CLASS09_060_10,8873,0.8311385149999999,35,35,5,80
CLASS09_060_09,21034,0.8786232093103448,29,35,5,80
CLASS03_020_09,5870,0.80633984375,5,35,5,80
CLASS03_020_08,3320,0.76210205078125,4,35,5,80
CLASS03_020_05,315,0.799089453125,4,35,5,80
CLASS08_060_09,25339,0.9565447514285715,14,35,5,80
CLASS08_060_08,14141,0.9616557053333333,16,35,5,80
CLASS08_060_03,6403,0.916219074,15,35,5,80
CLASS03_100_02,13257,0.9792113095238096,22,35,5,80
CLASS03_100_01,17278,0.938715974506579,19,35,5,80
CLASS03_080_10,7943,0.9374670726102942,18,35,5,80
CLASS03_080_09,8685,0.9617673930921053,20,35,5,80
CLASS03_060_09,12931,0.9406035481770835,12,35,5,80
CLASS03_060_08,12703,0.9686463040865385,14,35,5,80
CLASS03_060_04,7221,0.9247763521634617,13,35,5,80
CLASS07_080_10,13452,0.9464809614285715,22,35,5,80
CLASS07_080_09,5789,0.9746981119999999,21,35,5,80
CLASS07_080_06,9143,0.9368239235000001,20,35,5,80
CLASS08_080_10,2385,0.9292481313636365,23,35,5,80
CLASS08_080_09,7234,0.9829439578947369,20,35,5,80
CLASS08_080_08,17478,0.9494074204999998,20,35,5,80
CLASS08_080_07,19069,0.9274203845000001,20,35,5,80
CLASS08_060_06,12747,0.9091936378571429,14,35,5,80
CLASS08_060_05,9907,0.9175893069230768,13,35,5,80
CLASS08_060_02,6492,0.9323633206666665,15,35,5,80
CLASS09_020_10,3701,0.9371015775,10,35,5,80
CLASS09_020_09,4552,0.6397052130769231,13,35,5,80
CLASS09_020_08,2272,0.8839008155555557,10,35,5,80
CLASS04_080_04,13647,0.79184128,3,35,5,80
CLASS04_080_03,11811,0.7444296666666667,3,35,5,80
CLASS04_080_02,7283,0.7654934166666667,3,35,5,80
CLASS09_080_02,4242,0.9024723715789476,41,35,5,80
CLASS09_080_01,8139,0.905944344864865,40,35,5,80
CLASS09_060_10,13584,0.832309765625,33,35,5,80
CLASS09_060_09,23537,0.9286204882142858,32,35,5,80
CLASS09_040_07,7616,0.8824873429411764,17,35,5,80
CLASS09_040_06,17195,0.7842965514285714,22,35,5,80
CLASS09_040_02,7507,0.8740022210000002,21,35,5,80
CLASS10_080_08,8686,0.911901579,10,35,5,80
CLASS10_080_07,18621,0.9339836935714284,15,35,5,80
CLASS10_080_06,16166,0.9226685130769231,13,35,5,80
CLASS10_080_05,10288,0.962145840769231,14,35,5,80
CLASS10_040_08,4692,0.8536037085714285,7,35,5,80
CLASS10_040_07,1184,0.8542470142857143,7,35,5,80
CLASS10_040_06,4672,0.985019546,6,35,5,80
CLASS09_100_04,2284,0.8756679956862743,55,35,5,80
CLASS09_100_03,2058,0.9109342602272732,46,35,5,80
CLASS09_100_02,7254,0.881515343478261,50,35,5,80
CLASS09_100_01,28180,0.7889691482692309,54,35,5,80
CLASS08_060_08,17565,0.9618360626666668,16,35,5,80
CLASS08_060_07,15829,0.9166555146153849,13,35,5,80
CLASS08_060_04,7850,0.9339240330769232,13,35,5,80
CLASS09_080_02,4297,0.9029934410526316,40,35,5,80
CLASS09_080_01,13863,0.9049750691891892,42,35,5,80
CLASS09_060_10,10808,0.8304690906250001,33,35,5,80
CLASS09_060_09,23655,0.8796720706896552,30,35,5,80
CLASS09_040_09,2488,0.8911778243749999,17,35,5,80
CLASS09_040_08,12238,0.8199822214999999,21,35,5,80
CLASS09_040_07,6358,0.8823050335294118,18,35,5,80
CLASS03_100_07,10632,0.9525365337171051,20,35,5,80
CLASS03_100_06,12387,0.943548779296875,24,35,5,80
CLASS03_100_05,17873,0.9450305245535714,22,35,5,80
CLASS03_100_04,15125,0.9423162695312499,20,35,5,80
CLASS03_060_10,7917,0.94801015625,16,35,5,80
CLASS03_060_09,8773,0.9412470377604167,13,35,5,80
CLASS03_060_05,5324,0.9786908025568182,12,35,5,80
CLASS09_100_02,1573,0.8827941904347827,51,35,5,80
CLASS09_100_01,2389,0.7881293890384614,54,35,5,80
CLASS09_080_10,1855,0.8373199800000001,45,35,5,80
CLASS09_080_09,3352,0.9023081182857144,38,35,5,80
CLASS09_080_08,4789,0.8612296490000002,42,35,5,80
CLASS09_080_07,6129,0.7861027990909087,46,35,5,80
CLASS09_080_06,12449,0.8432518317073173,44,35,5,80
CLASS09_080_05,12557,0.8232034132558139,47,35,5,80
CLASS04_020_09,1846,0.4529290000000001,1,35,5,80
CLASS04_020_08,1256,0.26615281,1,35,5,80
CLASS04_020_07,1041,0.29669808999999997,1,35,5,80
CLASS04_020_06,2736,0.5783602499999999,1,35,5,80
CLASS03_020_07,674,0.7901374023437501,4,35,5,80
CLASS03_020_06,3197,0.9118500781249999,6,35,5,80
CLASS10_100_09,15785,0.932711899375,16,35,5,80
CLASS03_080_09,6811,0.9618974917763158,20,35,5,80
CLASS03_080_08,14040,0.9386606702302632,19,35,5,80
CLASS03_080_07,15071,0.9361649054276315,19,35,5,80
CLASS03_080_06,9661,0.9356503038194445,18,35,5,80
CLASS03_060_10,6241,0.94858828125,15,35,5,80
CLASS03_060_09,5281,0.9405361002604166,13,35,5,80
CLASS03_060_04,5511,0.9237840444711539,13,35,5,80
