Busca do Corvo
Execucao,0
Tempo Decorrido (segundos),6.02234
Porcentagem De Utilizacao,0.825083
Quantidade de Recipientes,6
0,0,0,1,0,0
0,0,0,1,0,0
0,0,0,0,1,0
Execucao,9
Tempo Decorrido (segundos),5.87494
Porcentagem De Utilizacao,0.831083
Quantidade de Recipientes,6
0,1,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,1,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,1,0,0
0,1,0,0,0,0
0,0,0,1,0,0
0,1,0,0,0,0
0,0,0,0,1,0
1,0,0,0,0,0
1,0,0,0,0,0
