MaxIteration,0
Tempo Decorrido (segundos),3.98E-05
Porcentagem De Utilizacao,0.948982
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,1
MaxIteration,1
Tempo Decorrido (segundos),0.351457
Porcentagem De Utilizacao,0.948982
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,1
MaxIteration,2
Tempo Decorrido (segundos),0.730516
Porcentagem De Utilizacao,0.949364
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,1
MaxIteration,3
Tempo Decorrido (segundos),1.12347
Porcentagem De Utilizacao,0.949109
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,1
MaxIteration,4
Tempo Decorrido (segundos),1.48606
Porcentagem De Utilizacao,0.949109
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,2
MaxIteration,0
Tempo Decorrido (segundos),3.74E-05
Porcentagem De Utilizacao,0.949964
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,2
MaxIteration,1
Tempo Decorrido (segundos),0.392416
Porcentagem De Utilizacao,0.948982
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,2
MaxIteration,2
Tempo Decorrido (segundos),0.767984
Porcentagem De Utilizacao,0.949236
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,2
MaxIteration,3
Tempo Decorrido (segundos),1.0704
Porcentagem De Utilizacao,0.949382
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,2
MaxIteration,4
Tempo Decorrido (segundos),1.4784
Porcentagem De Utilizacao,0.9504
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,3
MaxIteration,0
Tempo Decorrido (segundos),3.76E-05
Porcentagem De Utilizacao,0.949055
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,3
MaxIteration,1
Tempo Decorrido (segundos),0.362118
Porcentagem De Utilizacao,0.949055
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,3
MaxIteration,2
Tempo Decorrido (segundos),0.769584
Porcentagem De Utilizacao,0.949145
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,3
MaxIteration,3
Tempo Decorrido (segundos),1.13787
Porcentagem De Utilizacao,0.949364
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,3
MaxIteration,4
Tempo Decorrido (segundos),1.5052
Porcentagem De Utilizacao,0.950055
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,4
MaxIteration,0
Tempo Decorrido (segundos),3.86E-05
Porcentagem De Utilizacao,0.947655
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,4
MaxIteration,1
Tempo Decorrido (segundos),0.35608
Porcentagem De Utilizacao,0.949745
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,4
MaxIteration,2
Tempo Decorrido (segundos),0.74507
Porcentagem De Utilizacao,0.949964
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,4
MaxIteration,3
Tempo Decorrido (segundos),1.12476
Porcentagem De Utilizacao,0.949564
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,4
MaxIteration,4
Tempo Decorrido (segundos),1.50734
Porcentagem De Utilizacao,0.949
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,5
MaxIteration,0
Tempo Decorrido (segundos),3.35E-05
Porcentagem De Utilizacao,0.949945
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,5
MaxIteration,1
Tempo Decorrido (segundos),0.36535
Porcentagem De Utilizacao,0.948127
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,5
MaxIteration,2
Tempo Decorrido (segundos),0.733831
Porcentagem De Utilizacao,0.948655
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,5
MaxIteration,3
Tempo Decorrido (segundos),1.1092
Porcentagem De Utilizacao,0.9486
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,5
MaxIteration,4
Tempo Decorrido (segundos),1.48358
Porcentagem De Utilizacao,0.950509
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,6
MaxIteration,0
Tempo Decorrido (segundos),3.62E-05
Porcentagem De Utilizacao,0.949055
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,6
MaxIteration,1
Tempo Decorrido (segundos),0.373223
Porcentagem De Utilizacao,0.950764
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,6
MaxIteration,2
Tempo Decorrido (segundos),0.750897
Porcentagem De Utilizacao,0.949982
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,6
MaxIteration,3
Tempo Decorrido (segundos),1.11934
Porcentagem De Utilizacao,0.949727
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,6
MaxIteration,4
Tempo Decorrido (segundos),1.50197
Porcentagem De Utilizacao,0.95
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,7
MaxIteration,0
Tempo Decorrido (segundos),3.68E-05
Porcentagem De Utilizacao,0.947709
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,7
MaxIteration,1
Tempo Decorrido (segundos),0.379051
Porcentagem De Utilizacao,0.948709
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,7
MaxIteration,2
Tempo Decorrido (segundos),0.76183
Porcentagem De Utilizacao,0.949055
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,7
MaxIteration,3
Tempo Decorrido (segundos),1.09977
Porcentagem De Utilizacao,0.949945
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,7
MaxIteration,4
Tempo Decorrido (segundos),1.48867
Porcentagem De Utilizacao,0.95
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,8
MaxIteration,0
Tempo Decorrido (segundos),3.87E-05
Porcentagem De Utilizacao,0.949655
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,8
MaxIteration,1
Tempo Decorrido (segundos),0.373133
Porcentagem De Utilizacao,0.948255
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,8
MaxIteration,2
Tempo Decorrido (segundos),0.727173
Porcentagem De Utilizacao,0.949073
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,8
MaxIteration,3
Tempo Decorrido (segundos),1.12392
Porcentagem De Utilizacao,0.949364
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,8
MaxIteration,4
Tempo Decorrido (segundos),1.47625
Porcentagem De Utilizacao,0.950745
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,9
MaxIteration,0
Tempo Decorrido (segundos),3.34E-05
Porcentagem De Utilizacao,0.948109
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,9
MaxIteration,1
Tempo Decorrido (segundos),0.377511
Porcentagem De Utilizacao,0.949036
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,9
MaxIteration,2
Tempo Decorrido (segundos),0.722887
Porcentagem De Utilizacao,0.949273
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,9
MaxIteration,3
Tempo Decorrido (segundos),1.15243
Porcentagem De Utilizacao,0.949236
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_02.json
Execucao,9
MaxIteration,4
Tempo Decorrido (segundos),1.4968
Porcentagem De Utilizacao,0.949273
Quantidade de Recipientes,11
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,0
MaxIteration,0
Tempo Decorrido (segundos),3.75E-05
Porcentagem De Utilizacao,0.896133
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,0
MaxIteration,1
Tempo Decorrido (segundos),0.481618
Porcentagem De Utilizacao,0.902693
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,0
MaxIteration,2
Tempo Decorrido (segundos),0.908298
Porcentagem De Utilizacao,0.897093
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,0
MaxIteration,3
Tempo Decorrido (segundos),1.36097
Porcentagem De Utilizacao,0.9014
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,0
MaxIteration,4
Tempo Decorrido (segundos),1.8476
Porcentagem De Utilizacao,0.902613
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,1
MaxIteration,0
Tempo Decorrido (segundos),3.53E-05
Porcentagem De Utilizacao,0.889373
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,1
MaxIteration,1
Tempo Decorrido (segundos),0.450801
Porcentagem De Utilizacao,0.887707
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,1
MaxIteration,2
Tempo Decorrido (segundos),0.881086
Porcentagem De Utilizacao,0.902093
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,1
MaxIteration,3
Tempo Decorrido (segundos),1.35906
Porcentagem De Utilizacao,0.896827
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,1
MaxIteration,4
Tempo Decorrido (segundos),1.83465
Porcentagem De Utilizacao,0.902667
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,2
MaxIteration,0
Tempo Decorrido (segundos),3.89E-05
Porcentagem De Utilizacao,0.88772
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,2
MaxIteration,1
Tempo Decorrido (segundos),0.454724
Porcentagem De Utilizacao,0.892547
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,2
MaxIteration,2
Tempo Decorrido (segundos),0.924234
Porcentagem De Utilizacao,0.88996
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,2
MaxIteration,3
Tempo Decorrido (segundos),1.35639
Porcentagem De Utilizacao,0.893213
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,2
MaxIteration,4
Tempo Decorrido (segundos),1.79068
Porcentagem De Utilizacao,0.90776
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,3
MaxIteration,0
Tempo Decorrido (segundos),3.73E-05
Porcentagem De Utilizacao,0.897253
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,3
MaxIteration,1
Tempo Decorrido (segundos),0.453786
Porcentagem De Utilizacao,0.901067
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,3
MaxIteration,2
Tempo Decorrido (segundos),0.920108
Porcentagem De Utilizacao,0.901387
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,3
MaxIteration,3
Tempo Decorrido (segundos),1.37809
Porcentagem De Utilizacao,0.89892
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,3
MaxIteration,4
Tempo Decorrido (segundos),1.82856
Porcentagem De Utilizacao,0.985871
Quantidade de Recipientes,14
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,4
MaxIteration,0
Tempo Decorrido (segundos),4.08E-05
Porcentagem De Utilizacao,0.888453
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,4
MaxIteration,1
Tempo Decorrido (segundos),0.464709
Porcentagem De Utilizacao,0.895987
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,4
MaxIteration,2
Tempo Decorrido (segundos),0.934988
Porcentagem De Utilizacao,0.985929
Quantidade de Recipientes,14
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,4
MaxIteration,3
Tempo Decorrido (segundos),1.37685
Porcentagem De Utilizacao,0.901507
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,4
MaxIteration,4
Tempo Decorrido (segundos),1.81377
Porcentagem De Utilizacao,0.90124
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,5
MaxIteration,0
Tempo Decorrido (segundos),3.74E-05
Porcentagem De Utilizacao,0.901307
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,5
MaxIteration,1
Tempo Decorrido (segundos),0.459428
Porcentagem De Utilizacao,0.893107
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,5
MaxIteration,2
Tempo Decorrido (segundos),0.893903
Porcentagem De Utilizacao,0.89708
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,5
MaxIteration,3
Tempo Decorrido (segundos),1.37575
Porcentagem De Utilizacao,0.899267
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,5
MaxIteration,4
Tempo Decorrido (segundos),1.84025
Porcentagem De Utilizacao,0.985857
Quantidade de Recipientes,14
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,6
MaxIteration,0
Tempo Decorrido (segundos),3.77E-05
Porcentagem De Utilizacao,0.892147
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,6
MaxIteration,1
Tempo Decorrido (segundos),0.450263
Porcentagem De Utilizacao,0.901
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,6
MaxIteration,2
Tempo Decorrido (segundos),0.890252
Porcentagem De Utilizacao,0.90136
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,6
MaxIteration,3
Tempo Decorrido (segundos),1.36559
Porcentagem De Utilizacao,0.892213
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,6
MaxIteration,4
Tempo Decorrido (segundos),1.86015
Porcentagem De Utilizacao,0.903427
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,7
MaxIteration,0
Tempo Decorrido (segundos),3.96E-05
Porcentagem De Utilizacao,0.887627
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,7
MaxIteration,1
Tempo Decorrido (segundos),0.459864
Porcentagem De Utilizacao,0.89132
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,7
MaxIteration,2
Tempo Decorrido (segundos),0.915565
Porcentagem De Utilizacao,0.89644
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,7
MaxIteration,3
Tempo Decorrido (segundos),1.36967
Porcentagem De Utilizacao,0.901067
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,7
MaxIteration,4
Tempo Decorrido (segundos),1.80295
Porcentagem De Utilizacao,0.901307
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,8
MaxIteration,0
Tempo Decorrido (segundos),3.90E-05
Porcentagem De Utilizacao,0.88808
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,8
MaxIteration,1
Tempo Decorrido (segundos),0.473129
Porcentagem De Utilizacao,0.90124
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,8
MaxIteration,2
Tempo Decorrido (segundos),0.922862
Porcentagem De Utilizacao,0.89076
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,8
MaxIteration,3
Tempo Decorrido (segundos),1.35026
Porcentagem De Utilizacao,0.899133
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,8
MaxIteration,4
Tempo Decorrido (segundos),1.80815
Porcentagem De Utilizacao,0.898893
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,9
MaxIteration,0
Tempo Decorrido (segundos),4.19E-05
Porcentagem De Utilizacao,0.89288
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,9
MaxIteration,1
Tempo Decorrido (segundos),0.448792
Porcentagem De Utilizacao,0.892373
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,9
MaxIteration,2
Tempo Decorrido (segundos),0.907567
Porcentagem De Utilizacao,0.901253
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,9
MaxIteration,3
Tempo Decorrido (segundos),1.37347
Porcentagem De Utilizacao,0.903627
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_03.json
Execucao,9
MaxIteration,4
Tempo Decorrido (segundos),1.84107
Porcentagem De Utilizacao,0.901173
Quantidade de Recipientes,15
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,0
MaxIteration,0
Tempo Decorrido (segundos),3.61E-05
Porcentagem De Utilizacao,0.926054
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,0
MaxIteration,1
Tempo Decorrido (segundos),0.425375
Porcentagem De Utilizacao,0.930515
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,0
MaxIteration,2
Tempo Decorrido (segundos),0.828011
Porcentagem De Utilizacao,0.930469
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,0
MaxIteration,3
Tempo Decorrido (segundos),1.21885
Porcentagem De Utilizacao,0.927869
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,0
MaxIteration,4
Tempo Decorrido (segundos),1.63867
Porcentagem De Utilizacao,0.930808
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,1
MaxIteration,0
Tempo Decorrido (segundos),3.25E-05
Porcentagem De Utilizacao,0.933515
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,1
MaxIteration,1
Tempo Decorrido (segundos),0.409642
Porcentagem De Utilizacao,0.931008
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,1
MaxIteration,2
Tempo Decorrido (segundos),0.835959
Porcentagem De Utilizacao,0.927223
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,1
MaxIteration,3
Tempo Decorrido (segundos),1.20651
Porcentagem De Utilizacao,0.933592
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,1
MaxIteration,4
Tempo Decorrido (segundos),1.63153
Porcentagem De Utilizacao,0.931131
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,2
MaxIteration,0
Tempo Decorrido (segundos),3.80E-05
Porcentagem De Utilizacao,0.928331
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,2
MaxIteration,1
Tempo Decorrido (segundos),0.410964
Porcentagem De Utilizacao,0.934823
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,2
MaxIteration,2
Tempo Decorrido (segundos),0.819218
Porcentagem De Utilizacao,0.934131
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,2
MaxIteration,3
Tempo Decorrido (segundos),1.23835
Porcentagem De Utilizacao,0.934885
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,2
MaxIteration,4
Tempo Decorrido (segundos),1.64877
Porcentagem De Utilizacao,0.933469
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,3
MaxIteration,0
Tempo Decorrido (segundos),3.88E-05
Porcentagem De Utilizacao,0.927131
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,3
MaxIteration,1
Tempo Decorrido (segundos),0.410108
Porcentagem De Utilizacao,0.929715
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,3
MaxIteration,2
Tempo Decorrido (segundos),0.808988
Porcentagem De Utilizacao,0.929977
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,3
MaxIteration,3
Tempo Decorrido (segundos),1.23965
Porcentagem De Utilizacao,0.933546
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,3
MaxIteration,4
Tempo Decorrido (segundos),1.64213
Porcentagem De Utilizacao,0.931069
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,4
MaxIteration,0
Tempo Decorrido (segundos),3.79E-05
Porcentagem De Utilizacao,0.930085
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,4
MaxIteration,1
Tempo Decorrido (segundos),0.422911
Porcentagem De Utilizacao,0.933531
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,4
MaxIteration,2
Tempo Decorrido (segundos),0.803861
Porcentagem De Utilizacao,0.928823
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,4
MaxIteration,3
Tempo Decorrido (segundos),1.19142
Porcentagem De Utilizacao,0.933854
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,4
MaxIteration,4
Tempo Decorrido (segundos),1.64698
Porcentagem De Utilizacao,0.932331
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,5
MaxIteration,0
Tempo Decorrido (segundos),3.81E-05
Porcentagem De Utilizacao,0.931146
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,5
MaxIteration,1
Tempo Decorrido (segundos),0.415969
Porcentagem De Utilizacao,0.934808
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,5
MaxIteration,2
Tempo Decorrido (segundos),0.77791
Porcentagem De Utilizacao,0.933531
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,5
MaxIteration,3
Tempo Decorrido (segundos),1.20245
Porcentagem De Utilizacao,0.932685
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,5
MaxIteration,4
Tempo Decorrido (segundos),1.65062
Porcentagem De Utilizacao,0.933669
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,6
MaxIteration,0
Tempo Decorrido (segundos),3.96E-05
Porcentagem De Utilizacao,0.927792
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,6
MaxIteration,1
Tempo Decorrido (segundos),0.426259
Porcentagem De Utilizacao,0.929454
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,6
MaxIteration,2
Tempo Decorrido (segundos),0.837893
Porcentagem De Utilizacao,0.929915
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,6
MaxIteration,3
Tempo Decorrido (segundos),1.17382
Porcentagem De Utilizacao,0.932869
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,6
MaxIteration,4
Tempo Decorrido (segundos),1.65725
Porcentagem De Utilizacao,0.933469
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,7
MaxIteration,0
Tempo Decorrido (segundos),3.51E-05
Porcentagem De Utilizacao,0.933546
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,7
MaxIteration,1
Tempo Decorrido (segundos),0.406875
Porcentagem De Utilizacao,0.931023
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,7
MaxIteration,2
Tempo Decorrido (segundos),0.850347
Porcentagem De Utilizacao,0.930469
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,7
MaxIteration,3
Tempo Decorrido (segundos),1.20772
Porcentagem De Utilizacao,0.931638
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,7
MaxIteration,4
Tempo Decorrido (segundos),1.59538
Porcentagem De Utilizacao,0.9335
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,8
MaxIteration,0
Tempo Decorrido (segundos),3.91E-05
Porcentagem De Utilizacao,0.925915
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,8
MaxIteration,1
Tempo Decorrido (segundos),0.412965
Porcentagem De Utilizacao,0.930085
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,8
MaxIteration,2
Tempo Decorrido (segundos),0.838185
Porcentagem De Utilizacao,0.930038
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,8
MaxIteration,3
Tempo Decorrido (segundos),1.21914
Porcentagem De Utilizacao,0.9281
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,8
MaxIteration,4
Tempo Decorrido (segundos),1.61416
Porcentagem De Utilizacao,0.933531
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,9
MaxIteration,0
Tempo Decorrido (segundos),3.78E-05
Porcentagem De Utilizacao,0.927423
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,9
MaxIteration,1
Tempo Decorrido (segundos),0.433761
Porcentagem De Utilizacao,0.931146
Quantidade de Recipientes,13
Busca do Corvo,
Arquivo,base\CLASS01_040_04.json
Execucao,9
MaxIteration,2
Tempo Decorrido (segundos),0.810714
